Crop_Year,State,Crop,Season,Area_1000_ha,Production_1000_tonnes,Yield_tonnes_per_ha,Annual_Rainfall_mm,Irrigation_pct
2016,Uttar Pradesh,Millets,Kharif,1048.4,1037.9,0.99,573.4,20.6
2004,Andhra Pradesh,Millets,Kharif,360.2,317.0,0.88,482.4,19.6
2003,Maharashtra,Maize,Kharif,545.7,851.3,1.56,1024.1,21.9
2009,Andhra Pradesh,Groundnut,Kharif,1216.6,1289.6,1.06,459.3,32.1
2021,Tamil Nadu,Rice,Rabi,1001.4,3875.4,3.87,372.4,95.5
2021,Maharashtra,Pulses,Kharif,3950.7,3239.6,0.82,667.1,11.9
2004,Maharashtra,Fruits,Kharif,969.2,9120.2,9.41,885.9,53.0
2022,Andhra Pradesh,Coconut,Kharif,106.0,1105.6,10.43,578.1,66.8
2003,Rajasthan,Wheat,Rabi,3029.2,8390.9,2.77,41.8,82.6
2006,Karnataka,Rice,Kharif,995.8,2569.2,2.58,997.7,66.7
2007,Telangana,Rice,Kharif,1131.1,3404.6,3.01,832.9,85.9
2020,Uttar Pradesh,Fruits,Kharif,587.2,10023.5,17.07,999.8,61.6
2009,Kerala,Coffee,Kharif,89.2,63.3,0.71,1867.4,16.3
2003,Andhra Pradesh,Groundnut,Kharif,1240.1,1277.3,1.03,505.7,31.0
2008,Gujarat,Tobacco,Rabi,78.1,103.9,1.33,33.1,88.1
2007,Tamil Nadu,Vegetables,Kharif,414.9,6630.1,15.98,555.9,59.8
2005,Uttar Pradesh,Maize,Kharif,805.7,1031.3,1.28,1223.5,43.3
2016,Maharashtra,Soybean,Kharif,3728.1,3355.3,0.9,657.2,1.4
2010,Haryana,Oilseeds,Rabi,515.9,608.8,1.18,36.2,83.3
2001,Kerala,Spices,Kharif,269.0,468.1,1.74,2759.5,8.7
2012,Jharkhand,Rice,Kharif,1818.1,3254.4,1.79,1220.0,15.0
2015,Rajasthan,Cotton,Kharif,464.3,478.2,1.03,292.3,53.3
2018,Tamil Nadu,Tea,Kharif,78.6,157.2,2.0,917.7,25.8
2013,Assam,Rice,Kharif,2475.4,4604.2,1.86,1692.8,15.7
2013,Madhya Pradesh,Rice,Kharif,1906.6,2440.4,1.28,1185.7,24.7
2015,Telangana,Maize,Kharif,406.9,1127.1,2.77,464.6,40.0
2007,Andhra Pradesh,Rice,Rabi,1369.6,4807.3,3.51,222.0,96.7
2016,Tamil Nadu,Millets,Kharif,443.4,767.1,1.73,415.7,39.6
2014,Uttar Pradesh,Sugarcane,Kharif,2603.8,170158.3,65.35,580.5,91.4
2021,Andhra Pradesh,Spices,Kharif,77.1,127.2,1.65,619.8,32.0
2001,Tamil Nadu,Coffee,Kharif,36.2,24.6,0.68,1440.1,17.8
2008,Gujarat,Wheat,Rabi,1050.2,2825.0,2.69,24.7,89.9
2006,West Bengal,Oilseeds,Rabi,359.9,273.5,0.76,48.3,31.3
2007,Andhra Pradesh,Maize,Kharif,814.8,2648.1,3.25,594.1,52.1
2018,Punjab,Rice,Kharif,3240.0,12182.4,3.76,469.8,97.3
2010,Rajasthan,Pulses,Rabi,2126.0,1126.8,0.53,19.7,31.1
2019,Andhra Pradesh,Coconut,Kharif,121.8,1093.8,8.98,860.2,67.0
2019,Karnataka,Vegetables,Kharif,557.6,8230.2,14.76,1074.4,36.9
2005,Jharkhand,Rice,Kharif,1431.3,1975.2,1.38,1857.7,11.8
2012,Andhra Pradesh,Tobacco,Rabi,144.5,226.9,1.57,84.0,82.2
2008,Uttar Pradesh,Maize,Kharif,810.3,1272.2,1.57,558.7,45.0
2011,West Bengal,Oilseeds,Rabi,362.5,279.1,0.77,56.7,32.5
2008,Uttar Pradesh,Pulses,Rabi,2262.5,1855.2,0.82,60.6,53.1
2016,Rajasthan,Millets,Kharif,4440.1,4173.7,0.94,419.7,6.1
2016,Tamil Nadu,Sugarcane,Kharif,333.1,33783.0,101.42,592.6,100
2014,Kerala,Spices,Kharif,250.4,513.3,2.05,1366.4,10.6
2002,Madhya Pradesh,Groundnut,Kharif,197.4,130.3,0.66,362.5,10.6
2006,West Bengal,Tea,Kharif,171.8,288.6,1.68,2511.6,13.7
2018,Goa,Coconut,Kharif,27.7,206.9,7.47,2241.1,16.5
2014,Rajasthan,Spices,Rabi,39.1,45.7,1.17,20.7,73.6
2003,Maharashtra,Soybean,Kharif,3323.5,2791.7,0.84,718.3,6.0
2012,Maharashtra,Groundnut,Kharif,336.6,380.4,1.13,631.1,15.6
2008,Uttar Pradesh,Millets,Kharif,736.6,648.2,0.88,827.1,17.9
2022,Uttar Pradesh,Wheat,Rabi,11998.7,41755.5,3.48,150.8,90.0
2014,Assam,Rice,Kharif,2256.7,4107.2,1.82,1334.2,11.3
2010,Karnataka,Millets,Kharif,2278.2,2642.7,1.16,621.9,9.0
2022,Gujarat,Fruits,Kharif,392.8,4206.9,10.71,481.2,57.9
2001,Andhra Pradesh,Sugarcane,Kharif,216.8,15340.8,70.76,440.1,96.3
2005,Rajasthan,Spices,Rabi,40.4,40.4,1.0,36.7,70.6
2009,Telangana,Rice,Kharif,1065.9,2547.5,2.39,581.7,84.5
2004,Tamil Nadu,Millets,Kharif,356.5,470.6,1.32,461.9,34.4
2007,Punjab,Sugarcane,Kharif,109.1,6784.9,62.19,551.4,97.9
2019,Andhra Pradesh,Rice,Kharif,2680.6,8283.1,3.09,741.1,92.3
2018,Rajasthan,Soybean,Kharif,922.5,876.4,0.95,311.3,7.2
2013,Bihar,Rice,Kharif,2953.1,4843.1,1.64,1308.1,51.5
2013,Uttar Pradesh,Wheat,Rabi,10553.4,26911.2,2.55,297.0,88.0
2011,Kerala,Coffee,Kharif,87.7,71.9,0.82,2048.3,17.4
2018,Madhya Pradesh,Millets,Kharif,597.4,460.0,0.77,417.6,7.4
2018,Karnataka,Vegetables,Kharif,575.3,8399.4,14.6,471.5,42.3
2001,Karnataka,Maize,Kharif,1116.4,2634.7,2.36,804.9,27.1
2010,Gujarat,Millets,Kharif,683.5,772.4,1.13,464.0,12.4
2008,Uttar Pradesh,Wheat,Rabi,11767.9,31538.0,2.68,140.0,88.5
2007,Gujarat,Rice,Kharif,711.7,1323.8,1.86,875.7,49.2
2011,Karnataka,Pulses,Rabi,2249.8,1259.9,0.56,160.2,17.5
2013,Andhra Pradesh,Cotton,Kharif,752.3,752.3,1.0,745.3,44.2
2005,Chhattisgarh,Rice,Kharif,4094.1,4585.4,1.12,1622.9,22.7
2017,Gujarat,Fruits,Kharif,422.3,4620.0,10.94,485.9,55.2
2020,Chhattisgarh,Rice,Kharif,3822.0,7835.1,2.05,1071.7,25.8
2004,Haryana,Cotton,Kharif,652.8,600.6,0.92,268.1,87.0
2005,Madhya Pradesh,Groundnut,Kharif,214.9,174.1,0.81,1057.8,10.0
2011,Assam,Tea,Kharif,368.5,663.3,1.8,1744.2,17.2
2009,Uttar Pradesh,Rice,Kharif,6539.2,12947.6,1.98,546.3,72.4
2007,Rajasthan,Wheat,Rabi,3211.1,9312.2,2.9,46.7,86.8
2015,Andhra Pradesh,Rice,Kharif,2139.8,6826.0,3.19,319.6,87.9
2012,Uttar Pradesh,Pulses,Rabi,2537.5,2207.6,0.87,65.3,52.7
2017,Karnataka,Groundnut,Kharif,770.8,840.2,1.09,510.4,20.1
2011,Madhya Pradesh,Oilseeds,Rabi,676.9,636.3,0.94,55.5,54.3
2014,Bihar,Rice,Kharif,3392.9,5632.2,1.66,654.5,54.7
2019,Uttar Pradesh,Vegetables,Rabi,1197.4,20595.3,17.2,247.1,71.2
2009,Bihar,Rice,Kharif,3587.6,5130.3,1.43,341.3,51.2
2003,Madhya Pradesh,Groundnut,Kharif,231.0,191.7,0.83,730.7,10.9
2011,Andhra Pradesh,Rice,Kharif,2217.9,6875.5,3.1,750.0,90.1
2021,Rajasthan,Maize,Kharif,963.3,1772.5,1.84,553.3,20.7
2015,Kerala,Spices,Kharif,219.4,458.5,2.09,1349.6,10.2
2009,Tamil Nadu,Rice,Rabi,771.0,2313.0,3.0,247.6,93.2
2005,Maharashtra,Rice,Kharif,1592.2,2308.7,1.45,1698.1,17.7
2010,Tamil Nadu,Sugarcane,Kharif,330.3,32461.9,98.28,439.8,100
2006,Telangana,Pulses,Rabi,363.0,188.8,0.52,78.9,16.7
2004,Karnataka,Sugarcane,Kharif,406.8,31120.2,76.5,819.7,94.8
2001,Gujarat,Groundnut,Kharif,1654.5,1853.0,1.12,698.6,42.0
2004,Karnataka,Coconut,Kharif,610.6,3987.2,6.53,612.8,50.1
2009,Haryana,Wheat,Rabi,2536.2,9003.5,3.55,64.7,96.5
2016,Assam,Rice,Kharif,2721.9,5280.5,1.94,2227.6,11.4
2016,Jharkhand,Rice,Kharif,1683.5,3064.0,1.82,1154.9,16.1
2006,Goa,Coconut,Kharif,28.5,201.8,7.08,3175.5,17.8
2005,Bihar,Wheat,Rabi,2113.5,4332.7,2.05,91.1,77.3
2004,Karnataka,Fruits,Kharif,390.0,3252.6,8.34,779.7,45.6
2002,Gujarat,Wheat,Rabi,1158.1,2397.3,2.07,18.4,90.5
2014,West Bengal,Tea,Kharif,150.5,248.3,1.65,1459.1,10.2
2022,Gujarat,Pulses,Kharif,460.3,331.4,0.72,598.6,13.1
2017,Rajasthan,Wheat,Rabi,3363.2,10896.8,3.24,40.2,85.1
2020,Kerala,Fruits,Kharif,265.7,2797.8,10.53,2379.9,25.7
2008,Bihar,Rice,Kharif,3524.7,5745.3,1.63,722.3,54.8
2008,Karnataka,Pulses,Rabi,2225.4,1179.5,0.53,152.5,18.2
2011,Punjab,Cotton,Kharif,590.8,815.3,1.38,382.0,97.7
2005,Karnataka,Tobacco,Rabi,60.2,59.6,0.99,200.2,71.7
2022,Uttar Pradesh,Millets,Kharif,795.1,898.5,1.13,521.2,17.9
2020,Haryana,Rice,Kharif,1412.5,5381.6,3.81,582.4,95.0
2011,Maharashtra,Maize,Kharif,631.8,1358.4,2.15,764.2,24.5
2011,Rajasthan,Maize,Kharif,882.3,1305.8,1.48,501.4,20.1
2003,Madhya Pradesh,Maize,Kharif,785.9,1226.0,1.56,912.6,22.7
2005,Punjab,Sugarcane,Kharif,104.7,5894.6,56.3,681.7,98.5
2003,Tamil Nadu,Fruits,Kharif,334.6,4018.5,12.01,546.3,61.3
2009,Rajasthan,Spices,Rabi,40.1,38.9,0.97,20.8,73.7
2009,Madhya Pradesh,Groundnut,Kharif,202.3,163.9,0.81,373.3,9.5
2003,Haryana,Cotton,Kharif,634.8,577.7,0.91,328.9,88.3
2001,West Bengal,Rice,Kharif,4099.1,9141.0,2.23,999.0,34.5
2021,Karnataka,Groundnut,Kharif,859.8,1049.0,1.22,589.7,18.4
2002,Gujarat,Groundnut,Kharif,1791.8,1773.9,0.99,484.9,39.0
2018,Tamil Nadu,Coconut,Kharif,504.7,5243.8,10.39,392.5,74.3
2001,Karnataka,Millets,Kharif,2105.6,1958.2,0.93,519.5,13.1
2021,Tamil Nadu,Coffee,Kharif,38.5,33.1,0.86,1077.0,21.6
2005,Gujarat,Fruits,Kharif,359.1,2722.0,7.58,804.3,53.9
2021,Andhra Pradesh,Pulses,Rabi,613.2,472.2,0.77,97.1,22.8
2010,Andhra Pradesh,Millets,Kharif,353.6,357.1,1.01,407.2,21.4
2008,Maharashtra,Maize,Kharif,635.4,1289.9,2.03,689.8,19.0
2015,Bihar,Vegetables,Kharif,782.4,10241.6,13.09,646.0,42.1
2002,Uttarakhand,Wheat,Rabi,336.9,552.5,1.64,96.5,70.5
2004,Haryana,Millets,Kharif,534.9,518.9,0.97,282.8,17.6
2004,Rajasthan,Wheat,Rabi,3085.3,8453.7,2.74,56.4,85.1
2012,Gujarat,Wheat,Rabi,987.3,2843.4,2.88,31.7,90.6
2016,Gujarat,Cotton,Kharif,3206.8,4778.1,1.49,647.5,46.2
2020,Madhya Pradesh,Maize,Kharif,818.0,2028.6,2.48,987.3,26.3
2006,Karnataka,Maize,Kharif,1153.4,3194.9,2.77,739.4,29.5
2007,Haryana,Wheat,Rabi,2244.0,10165.3,4.53,137.7,97.9
2007,Punjab,Wheat,Rabi,4033.1,18673.3,4.63,133.2,99.4
2014,Gujarat,Cotton,Kharif,2859.2,3602.6,1.26,524.6,49.4
2015,Assam,Rice,Kharif,2506.5,4637.0,1.85,1305.0,9.7
2004,Maharashtra,Maize,Kharif,632.4,1068.8,1.69,859.4,20.4
2019,Kerala,Spices,Kharif,251.3,475.0,1.89,3512.2,12.2
2009,Tamil Nadu,Fruits,Kharif,323.7,3502.4,10.82,306.0,55.8
2021,Madhya Pradesh,Soybean,Kharif,5696.4,7063.5,1.24,1018.8,5.6
2020,Kerala,Coffee,Kharif,91.5,75.9,0.83,2650.6,19.4
2011,Maharashtra,Groundnut,Kharif,355.8,391.4,1.1,648.1,14.1
2002,Bihar,Jute,Kharif,217.2,325.8,1.5,453.1,30.9
2016,Uttar Pradesh,Maize,Kharif,893.5,1903.2,2.13,700.4,48.4
2019,Haryana,Oilseeds,Rabi,606.5,691.4,1.14,73.7,86.6
2016,Bihar,Fruits,Kharif,317.0,4270.0,13.47,1146.7,44.2
2004,Punjab,Cotton,Kharif,572.3,658.1,1.15,314.2,95.2
2009,Kerala,Fruits,Kharif,260.7,1884.9,7.23,1500.0,26.8
2007,Rajasthan,Soybean,Kharif,1032.8,1105.1,1.07,468.6,7.6
2006,Maharashtra,Sugarcane,Kharif,1002.5,72240.2,72.06,731.3,94.2
2011,Uttar Pradesh,Sugarcane,Kharif,2040.4,150785.6,73.9,1057.4,96.5
2013,Assam,Tea,Kharif,347.4,569.7,1.64,3023.0,16.4
2022,Karnataka,Maize,Kharif,1318.4,4693.5,3.56,502.7,30.4
2016,West Bengal,Tea,Kharif,161.9,297.9,1.84,2290.9,11.3
2018,Karnataka,Sugarcane,Kharif,533.6,40436.2,75.78,458.9,94.1
2015,Andhra Pradesh,Cotton,Kharif,768.7,914.8,1.19,332.4,46.1
2017,Karnataka,Cotton,Kharif,554.4,532.2,0.96,606.8,20.4
2015,Tamil Nadu,Groundnut,Kharif,473.5,781.3,1.65,303.6,47.3
2003,Punjab,Wheat,Rabi,3506.4,14446.4,4.12,199.9,97.9
2007,Gujarat,Wheat,Rabi,917.5,2578.2,2.81,32.4,90.1
2003,Kerala,Coffee,Kharif,87.7,64.9,0.74,1681.3,15.0
2004,Karnataka,Pulses,Rabi,2137.5,961.9,0.45,128.3,9.7
2017,Karnataka,Fruits,Kharif,517.6,5517.6,10.66,576.4,46.3
2014,Goa,Coconut,Kharif,32.2,247.0,7.67,1730.4,17.7
2018,Maharashtra,Maize,Kharif,632.7,1467.9,2.32,424.5,21.7
2017,Maharashtra,Vegetables,Kharif,674.9,9347.4,13.85,830.7,47.4
2022,Chhattisgarh,Rice,Kharif,3728.2,8313.9,2.23,1092.3,24.6
2005,Punjab,Cotton,Kharif,558.2,580.5,1.04,537.9,95.1
2008,Punjab,Cotton,Kharif,488.0,595.4,1.22,433.1,95.4
2014,Uttar Pradesh,Pulses,Rabi,2455.2,1988.7,0.81,48.8,52.7
2020,Rajasthan,Spices,Rabi,36.3,54.1,1.49,20.8,69.2
2014,Uttar Pradesh,Rice,Kharif,5265.6,10636.5,2.02,721.1,75.8
2008,Odisha,Rice,Kharif,3951.0,5926.5,1.5,1360.3,31.9
2022,Karnataka,Coconut,Kharif,589.1,5525.8,9.38,772.4,52.9
2014,Tamil Nadu,Coconut,Kharif,515.0,4753.4,9.23,346.9,77.2
2008,Karnataka,Millets,Kharif,2050.8,2153.3,1.05,834.9,14.8
2019,Maharashtra,Fruits,Kharif,1152.5,12389.4,10.75,1142.7,51.3
2021,Bihar,Pulses,Rabi,536.8,434.8,0.81,55.2,41.1
2022,Punjab,Sugarcane,Kharif,107.2,7509.4,70.05,561.2,100
2012,Andhra Pradesh,Cotton,Kharif,649.5,727.4,1.12,428.4,45.0
2016,Tamil Nadu,Coffee,Kharif,34.1,30.0,0.88,1450.6,21.7
2010,Tamil Nadu,Vegetables,Kharif,362.7,6394.4,17.63,420.0,63.0
2006,Madhya Pradesh,Wheat,Rabi,4437.0,8563.4,1.93,106.5,74.3
2020,Gujarat,Fruits,Kharif,464.2,5008.7,10.79,505.3,58.6
2005,Uttar Pradesh,Millets,Kharif,840.4,596.7,0.71,1206.8,20.0
2001,Maharashtra,Wheat,Rabi,768.8,838.0,1.09,53.8,73.9
2012,Chhattisgarh,Pulses,Kharif,384.4,211.4,0.55,869.3,3.9
2005,Uttar Pradesh,Pulses,Rabi,2386.6,1408.1,0.59,85.7,52.6
2014,Kerala,Coffee,Kharif,101.6,82.3,0.81,1280.0,16.3
2017,Maharashtra,Soybean,Kharif,4456.4,4501.0,1.01,947.0,3.1
2017,Tamil Nadu,Millets,Kharif,458.8,825.8,1.8,431.6,40.5
2012,West Bengal,Jute,Kharif,650.8,1431.8,2.2,1453.9,19.1
2013,Haryana,Wheat,Rabi,2437.7,10018.9,4.11,195.7,96.8
2013,Telangana,Pulses,Rabi,440.9,277.8,0.63,159.3,21.1
2021,Madhya Pradesh,Wheat,Rabi,6286.9,17666.2,2.81,100.5,71.5
2020,Bihar,Rice,Kharif,3030.1,7454.0,2.46,1192.6,56.2
2014,Kerala,Rice,Kharif,278.5,721.3,2.59,1129.5,38.8
2014,Kerala,Tea,Kharif,35.4,57.0,1.61,1959.5,4.3
2007,Andhra Pradesh,Tobacco,Rabi,151.2,240.4,1.59,94.2,77.7
2004,Rajasthan,Soybean,Kharif,959.4,873.1,0.91,350.2,6.4
2015,Tamil Nadu,Coffee,Kharif,35.4,28.0,0.79,928.0,21.2
2018,West Bengal,Vegetables,Kharif,1292.2,18517.2,14.33,839.1,35.2
2019,Andhra Pradesh,Pulses,Rabi,737.2,479.2,0.65,142.8,23.9
2007,Gujarat,Vegetables,Rabi,500.3,7779.7,15.55,39.0,83.1
2014,Haryana,Rice,Kharif,1479.5,4749.2,3.21,286.8,98.9
2014,Tamil Nadu,Millets,Kharif,393.8,559.2,1.42,361.1,43.0
2006,Uttar Pradesh,Fruits,Kharif,493.9,6544.2,13.25,914.7,61.6
2021,Maharashtra,Rice,Kharif,1611.7,3400.7,2.11,997.2,22.6
2015,Maharashtra,Maize,Kharif,729.1,1574.9,2.16,419.9,20.7
2022,Assam,Rice,Kharif,2455.0,5671.1,2.31,1662.1,10.1
2011,Haryana,Wheat,Rabi,2547.9,10981.4,4.31,111.9,100
2022,Haryana,Oilseeds,Rabi,660.7,958.0,1.45,42.5,89.3
2022,Karnataka,Fruits,Kharif,533.6,5960.3,11.17,807.4,48.9
2009,Haryana,Sugarcane,Kharif,125.1,5958.5,47.63,310.0,94.8
2012,Andhra Pradesh,Sugarcane,Kharif,231.7,17396.0,75.08,648.1,99.3
2004,Tamil Nadu,Rice,Kharif,1877.1,6307.1,3.36,465.4,97.0
2010,Uttar Pradesh,Vegetables,Rabi,1217.7,20883.6,17.15,127.7,68.8
2001,Madhya Pradesh,Wheat,Rabi,4965.0,7447.5,1.5,117.8,72.1
2021,Madhya Pradesh,Maize,Kharif,850.1,2142.3,2.52,967.1,21.0
2018,Maharashtra,Fruits,Kharif,1071.7,11745.8,10.96,601.4,47.9
2019,Bihar,Wheat,Rabi,2195.5,5203.3,2.37,108.6,74.3
2022,Uttar Pradesh,Oilseeds,Rabi,952.0,1237.6,1.3,63.7,81.8
2001,Rajasthan,Millets,Kharif,4548.4,1819.4,0.4,385.4,4.0
2005,Maharashtra,Soybean,Kharif,3723.1,2941.2,0.79,1236.4,8.2
2013,Rajasthan,Soybean,Kharif,1118.0,1095.6,0.98,740.2,8.3
2012,Haryana,Wheat,Rabi,2770.1,12354.6,4.46,126.0,96.6
2010,Kerala,Spices,Kharif,238.6,527.3,2.21,3007.3,13.0
2009,Gujarat,Millets,Kharif,775.8,713.7,0.92,186.2,12.4
2010,Bihar,Vegetables,Kharif,853.0,12078.5,14.16,1107.3,36.8
2011,Maharashtra,Wheat,Rabi,879.4,1310.3,1.49,46.3,75.3
2006,Maharashtra,Pulses,Kharif,3679.4,2207.6,0.6,776.0,10.9
2022,Madhya Pradesh,Groundnut,Kharif,207.5,255.2,1.23,754.4,14.1
2003,Karnataka,Soybean,Kharif,361.9,246.1,0.68,795.9,7.7
2010,Bihar,Maize,Kharif,588.1,1417.3,2.41,1051.1,41.5
2021,Andhra Pradesh,Tobacco,Rabi,140.4,244.3,1.74,94.3,84.2
2021,Punjab,Rice,Kharif,3461.9,16028.6,4.63,727.4,99.3
2014,Andhra Pradesh,Spices,Kharif,55.8,75.9,1.36,307.9,29.2
2017,Bihar,Sugarcane,Kharif,259.8,13044.6,50.21,758.1,67.3
2011,Rajasthan,Groundnut,Kharif,635.9,744.0,1.17,306.2,32.2
2010,Bihar,Pulses,Rabi,514.3,365.2,0.71,44.7,39.6
2002,Punjab,Wheat,Rabi,3535.8,9935.6,2.81,136.9,95.7
2009,Telangana,Cotton,Kharif,1818.8,1382.3,0.76,461.5,35.8
2021,Kerala,Tea,Kharif,35.4,62.7,1.77,2069.6,1.7
2004,Uttar Pradesh,Oilseeds,Rabi,706.4,607.5,0.86,67.6,79.5
2021,Bihar,Rice,Kharif,3735.2,8889.8,2.38,996.7,52.9
2018,Telangana,Pulses,Rabi,411.1,250.8,0.61,83.5,23.0
2008,Andhra Pradesh,Pulses,Rabi,635.8,362.4,0.57,104.2,25.6
2010,Tamil Nadu,Tea,Kharif,64.9,137.6,2.12,1474.2,24.8
2012,Uttar Pradesh,Millets,Kharif,783.6,720.9,0.92,876.8,19.4
2001,Karnataka,Rice,Kharif,912.3,2381.1,2.61,816.1,62.7
2008,Bihar,Pulses,Rabi,518.0,352.2,0.68,54.6,38.4
2016,Gujarat,Millets,Kharif,798.0,925.7,1.16,324.3,8.2
2019,Tamil Nadu,Rice,Rabi,842.1,2669.5,3.17,629.6,96.9
2022,Kerala,Coffee,Kharif,87.3,82.1,0.94,2034.5,16.6
2006,Bihar,Jute,Kharif,237.7,458.8,1.93,924.6,31.0
2015,Uttar Pradesh,Pulses,Rabi,2844.3,2133.2,0.75,51.3,46.0
2010,Kerala,Rice,Kharif,281.2,711.4,2.53,2059.5,36.4
2019,Telangana,Rice,Kharif,1426.3,3993.6,2.8,989.9,83.2
2001,Chhattisgarh,Rice,Kharif,3685.4,3685.4,1.0,1409.2,22.8
2009,Karnataka,Fruits,Kharif,488.2,3778.7,7.74,559.8,44.4
2002,Andhra Pradesh,Pulses,Rabi,599.6,233.8,0.39,50.9,24.8
2001,Telangana,Maize,Kharif,428.4,912.5,2.13,697.4,37.1
2016,Andhra Pradesh,Cotton,Kharif,718.9,948.9,1.32,604.1,45.4
2008,Madhya Pradesh,Cotton,Kharif,668.7,421.3,0.63,740.6,15.6
2002,Karnataka,Rice,Kharif,1029.8,2234.7,2.17,542.0,65.9
2010,Madhya Pradesh,Soybean,Kharif,4938.2,5037.0,1.02,1005.7,4.8
2010,Rajasthan,Spices,Rabi,45.9,55.1,1.2,26.8,68.6
2012,Andhra Pradesh,Spices,Kharif,71.7,106.1,1.48,628.7,27.5
2018,Telangana,Cotton,Kharif,1831.8,2418.0,1.32,580.0,31.9
2011,Tamil Nadu,Spices,Kharif,90.9,159.1,1.75,845.7,27.7
2005,Karnataka,Coconut,Kharif,453.1,2881.7,6.36,937.5,53.3
2016,Kerala,Tea,Kharif,33.9,60.3,1.78,2393.6,5.6
2018,Bihar,Vegetables,Kharif,843.5,12036.7,14.27,600.7,40.4
2019,Bihar,Sugarcane,Kharif,295.2,13664.8,46.29,1585.9,70.4
2013,Maharashtra,Sugarcane,Kharif,906.3,60332.4,66.57,914.8,90.6
2018,Gujarat,Wheat,Rabi,1221.1,3345.8,2.74,18.4,90.9
2017,West Bengal,Tea,Kharif,180.0,315.0,1.75,1792.8,8.7
2016,Maharashtra,Pulses,Kharif,3576.4,2753.8,0.77,592.8,9.5
2008,Kerala,Spices,Kharif,243.9,521.9,2.14,2460.0,12.5
2002,Uttar Pradesh,Sugarcane,Kharif,2311.9,103203.2,44.64,642.0,93.5
2022,Maharashtra,Pulses,Kharif,4025.3,3139.7,0.78,620.3,9.4
2013,Tamil Nadu,Coconut,Kharif,443.4,3822.1,8.62,1139.2,71.7
2005,Goa,Coconut,Kharif,25.1,159.9,6.37,3544.2,15.3
2007,Punjab,Rice,Kharif,2764.1,10918.2,3.95,739.5,99.5
2016,Karnataka,Coffee,Kharif,254.8,277.7,1.09,1437.5,28.1
2006,Andhra Pradesh,Sugarcane,Kharif,231.5,17628.7,76.15,439.0,96.8
2003,Kerala,Tea,Kharif,36.8,57.4,1.56,3286.3,4.3
2020,Kerala,Spices,Kharif,285.0,669.8,2.35,2203.4,10.8
2012,Rajasthan,Wheat,Rabi,3161.3,9831.6,3.11,42.9,83.1
2001,Andhra Pradesh,Millets,Kharif,387.9,294.8,0.76,665.4,21.7
2001,Chhattisgarh,Pulses,Kharif,369.0,143.9,0.39,980.1,3.5
2016,Rajasthan,Wheat,Rabi,3477.3,10327.6,2.97,69.3,83.8
2019,Kerala,Coconut,Kharif,777.2,6878.2,8.85,3595.8,28.8
2022,Bihar,Fruits,Kharif,370.5,5238.9,14.14,1170.8,40.4
2001,Gujarat,Sugarcane,Kharif,209.5,13070.7,62.39,394.8,93.3
2021,Haryana,Millets,Kharif,509.1,621.1,1.22,375.3,17.0
2020,Bihar,Sugarcane,Kharif,282.7,15155.5,53.61,1044.7,69.6
2005,Gujarat,Wheat,Rabi,1124.2,2484.5,2.21,26.7,83.2
2017,Madhya Pradesh,Groundnut,Kharif,205.7,236.6,1.15,784.1,7.5
2002,Karnataka,Cotton,Kharif,543.1,162.9,0.3,527.6,20.5
2011,Telangana,Maize,Kharif,426.5,1219.8,2.86,664.8,45.3
2020,Madhya Pradesh,Wheat,Rabi,4903.3,14268.6,2.91,86.2,74.9
2020,Uttar Pradesh,Maize,Kharif,935.5,1955.2,2.09,1100.6,40.7
2001,Tamil Nadu,Vegetables,Kharif,432.7,6096.7,14.09,564.6,58.8
2009,Rajasthan,Pulses,Rabi,2055.8,966.2,0.47,19.8,31.0
2009,Tamil Nadu,Spices,Kharif,105.1,136.6,1.3,612.7,24.2
2022,West Bengal,Tea,Kharif,125.6,238.6,1.9,2171.0,9.5
2020,Andhra Pradesh,Pulses,Rabi,568.4,432.0,0.76,82.2,25.4
2003,Tamil Nadu,Coconut,Kharif,421.1,3773.1,8.96,776.9,74.7
2005,Kerala,Spices,Kharif,265.2,466.8,1.76,3457.6,11.6
2009,Karnataka,Pulses,Rabi,2272.8,1068.2,0.47,87.4,13.6
2004,Punjab,Wheat,Rabi,3525.2,15898.7,4.51,140.2,98.6
2005,Kerala,Coconut,Kharif,838.1,5833.2,6.96,2621.5,29.5
2010,Telangana,Soybean,Kharif,235.1,197.5,0.84,517.0,7.9
2021,Rajasthan,Millets,Kharif,5487.8,6585.4,1.2,421.1,6.7
2015,Bihar,Fruits,Kharif,291.9,3549.5,12.16,767.1,42.8
2019,Tamil Nadu,Tea,Kharif,64.7,126.2,1.95,1743.8,27.2
2008,Andhra Pradesh,Millets,Kharif,376.3,372.5,0.99,443.9,18.9
2018,Kerala,Coffee,Kharif,89.7,72.7,0.81,1383.4,16.1
2010,Karnataka,Sugarcane,Kharif,468.9,36316.3,77.45,733.8,95.7
2004,Haryana,Sugarcane,Kharif,112.5,6053.6,53.81,383.2,100
2002,Rajasthan,Cotton,Kharif,428.2,167.0,0.39,206.6,53.6
2007,Maharashtra,Pulses,Kharif,3617.0,2278.7,0.63,629.9,8.8
2013,Karnataka,Spices,Kharif,181.9,272.9,1.5,1522.2,18.3
2020,Karnataka,Maize,Kharif,1132.2,4223.1,3.73,593.3,29.5
2004,Tamil Nadu,Coconut,Kharif,491.1,4542.7,9.25,583.9,76.3
